"","ID","Date.Local","Latitude","Longitude","t","PM2.5"
"364","6_1_11","1/2/19",37.814781,-122.282347,1.333333333,13
"365","6_1_11","1/2/19",37.814781,-122.282347,1.375,7
"366","6_1_11","1/2/19",37.814781,-122.282347,1.416666667,8
"367","6_1_11","1/2/19",37.814781,-122.282347,1.458333333,12
"368","6_1_11","1/2/19",37.814781,-122.282347,1.5,9
"369","6_1_11","1/2/19",37.814781,-122.282347,1.541666667,8
"370","6_1_11","1/2/19",37.814781,-122.282347,1.583333333,7
"371","6_1_11","1/2/19",37.814781,-122.282347,1.625,5
"372","6_1_11","1/2/19",37.814781,-122.282347,1.666666667,5
"373","6_1_11","1/2/19",37.814781,-122.282347,1.708333333,5
"374","6_1_11","1/2/19",37.814781,-122.282347,1.75,6
"375","6_1_11","1/2/19",37.814781,-122.282347,1.791666667,15
"376","6_1_11","1/2/19",37.814781,-122.282347,1.833333333,12
"377","6_1_11","1/2/19",37.814781,-122.282347,1.875,9
"378","6_1_11","1/2/19",37.814781,-122.282347,1.916666667,9
"379","6_1_11","1/2/19",37.814781,-122.282347,1.958333333,10
"380","6_1_11","1/3/19",37.814781,-122.282347,2,19
"381","6_1_11","1/3/19",37.814781,-122.282347,2.041666667,17
"382","6_1_11","1/3/19",37.814781,-122.282347,2.083333333,14
"383","6_1_11","1/3/19",37.814781,-122.282347,2.125,10
"384","6_1_11","1/3/19",37.814781,-122.282347,2.166666667,7
"385","6_1_11","1/3/19",37.814781,-122.282347,2.208333333,13
"386","6_1_11","1/3/19",37.814781,-122.282347,2.25,12
"387","6_1_11","1/3/19",37.814781,-122.282347,2.291666667,14
"388","6_1_11","1/3/19",37.814781,-122.282347,2.375,13
"389","6_1_11","1/3/19",37.814781,-122.282347,2.416666667,25
"390","6_1_11","1/3/19",37.814781,-122.282347,2.458333333,19
"391","6_1_11","1/3/19",37.814781,-122.282347,2.5,15
"392","6_1_11","1/3/19",37.814781,-122.282347,2.541666667,18
"393","6_1_11","1/3/19",37.814781,-122.282347,2.583333333,24
"394","6_1_11","1/3/19",37.814781,-122.282347,2.625,21
"395","6_1_11","1/3/19",37.814781,-122.282347,2.666666667,22
"396","6_1_11","1/3/19",37.814781,-122.282347,2.708333333,25
"397","6_1_11","1/3/19",37.814781,-122.282347,2.75,27
"398","6_1_11","1/3/19",37.814781,-122.282347,2.791666667,24
"399","6_1_11","1/3/19",37.814781,-122.282347,2.833333333,29
"400","6_1_11","1/3/19",37.814781,-122.282347,2.875,26
"401","6_1_11","1/3/19",37.814781,-122.282347,2.916666667,31
"402","6_1_11","1/3/19",37.814781,-122.282347,2.958333333,28
"403","6_1_11","1/4/19",37.814781,-122.282347,3,25
"404","6_1_11","1/4/19",37.814781,-122.282347,3.041666667,32
"405","6_1_11","1/4/19",37.814781,-122.282347,3.083333333,31
"406","6_1_11","1/4/19",37.814781,-122.282347,3.125,29
"407","6_1_11","1/4/19",37.814781,-122.282347,3.166666667,27
"408","6_1_11","1/4/19",37.814781,-122.282347,3.208333333,26
"409","6_1_11","1/4/19",37.814781,-122.282347,3.25,28
"410","6_1_11","1/4/19",37.814781,-122.282347,3.291666667,32
"411","6_1_11","1/4/19",37.814781,-122.282347,3.333333333,37
"412","6_1_11","1/4/19",37.814781,-122.282347,3.375,34
